Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
52451;0.0418;15.2971;1.5785;0.0083;3.9624;267.1056;354.3543;True;True;15.1254;1.0898;0.1452;20.2098;277.4634;355.5867;-0.0007;0.0140;0.0243;0.0000;True;True;15.1138;1.1402;-0.1792;12.4613;263.7646;25.5751;0.0163;-0.0068;-0.0679;0.0000;1;En movimiento;5.1649;1.1509;-1.0732
52454;0.0834;15.2967;1.5785;0.0069;4.0776;266.9336;354.4153;True;True;15.1246;1.0889;0.1458;20.7997;276.7784;354.2885;-0.0318;-0.0275;0.0114;0.0000;True;True;15.1148;1.1403;-0.1825;12.0724;262.9010;24.9919;0.0222;-0.0049;-0.0873;0.0000;1;En movimiento;5.5391;1.1445;-1.0796
52457;0.1250;15.2964;1.5783;0.0061;4.2071;266.7505;354.4622;True;True;15.1236;1.0879;0.1458;21.4641;277.0027;355.1814;-0.0192;-0.0082;0.0004;0.0000;True;True;15.1157;1.1403;-0.1859;11.8909;261.8428;24.7076;0.0260;0.0033;-0.0805;0.0000;1;En movimiento;5.9136;1.1438;-1.0860
52460;0.1667;15.2960;1.5784;0.0054;4.2240;266.6354;354.4779;True;True;15.1233;1.0881;0.1459;21.2768;277.0226;355.2236;0.0015;-0.0096;-0.0018;0.0000;True;True;15.1160;1.1396;-0.1884;11.9475;261.3307;24.3901;0.0046;-0.0134;-0.0541;0.0000;1;En movimiento;6.2887;1.1311;-1.0925
52463;0.2081;15.2957;1.5786;0.0048;4.1097;266.4523;354.5657;True;True;15.1227;1.0889;0.1449;21.3367;276.3325;354.9364;-0.0155;0.0245;-0.0354;0.0000;True;True;15.1161;1.1386;-0.1908;12.2573;260.8844;23.8168;0.0057;-0.0284;-0.0582;0.0000;1;En movimiento;6.6611;1.1248;-1.0989
52466;0.2498;15.2949;1.5786;0.0043;4.0860;266.1616;354.5736;True;True;15.1222;1.0902;0.1439;21.3571;275.8202;354.4810;-0.0091;0.0334;-0.0280;0.0000;True;True;15.1168;1.1376;-0.1937;12.4647;259.8943;23.5395;0.0216;-0.0232;-0.0716;0.0000;1;En movimiento;7.0361;1.1301;-1.1053
52469;0.2916;15.2939;1.5786;0.0033;4.3298;265.7309;354.7372;True;True;15.1214;1.0912;0.1417;21.1498;275.0712;354.5088;-0.0232;0.0220;-0.0589;0.0000;True;True;15.1180;1.1364;-0.1968;12.8754;259.3363;23.4831;0.0281;-0.0341;-0.0762;0.0000;1;En movimiento;7.4123;1.1115;-1.1117
52472;0.3331;15.2920;1.5793;0.0012;4.4095;264.8538;355.1104;True;True;15.1202;1.0914;0.1390;21.3274;274.0346;354.6261;-0.0310;0.0057;-0.0652;0.0000;True;True;15.1193;1.1342;-0.2009;13.3910;258.4201;22.4190;0.0355;-0.0636;-0.1122;0.0000;1;En movimiento;7.7858;1.1052;-1.1181
52475;0.3750;15.2895;1.5792;-0.0019;4.1510;263.6304;355.3698;True;True;15.1181;1.0907;0.1361;21.7167;273.3221;354.7717;-0.0509;-0.0142;-0.0669;0.0000;True;True;15.1213;1.1309;-0.2094;14.7869;256.2971;20.1449;0.0588;-0.0843;-0.2551;0.0000;1;En movimiento;8.1632;1.1165;-1.1246
52478;0.4169;15.2866;1.5783;-0.0069;4.2296;261.9467;355.9051;True;True;15.1156;1.0894;0.1324;21.9223;272.3286;354.7737;-0.0776;-0.0506;-0.1039;0.0000;True;True;15.1248;1.1283;-0.2267;16.3319;254.0892;19.3477;0.1145;-0.0406;-0.5263;0.0000;1;En movimiento;8.5397;1.0921;-1.1311
52481;0.4584;15.2837;1.5750;-0.0143;4.9942;259.9619;356.5999;True;True;15.1114;1.0867;0.1283;22.3905;271.4456;355.6569;-0.1141;-0.0656;-0.0916;0.0000;True;True;15.1304;1.1295;-0.2560;15.4302;249.3251;16.0146;0.1487;0.0545;-0.8152;0.0000;1;En movimiento;8.9130;1.0859;-1.1375
52484;0.5004;15.2805;1.5723;-0.0259;6.0077;257.4099;357.0416;True;True;15.1061;1.0846;0.1245;22.5004;271.5219;356.9373;-0.1415;-0.0464;-0.0990;0.0000;True;True;15.1351;1.1357;-0.3026;14.1346;243.3883;10.6764;0.0913;0.1732;-1.2763;0.0000;1;En movimiento;9.2910;1.1032;-1.1440
52487;0.5424;15.2776;1.5694;-0.0414;6.9221;254.8355;357.0849;True;True;15.0999;1.0831;0.1195;23.0515;271.7849;358.0635;-0.1516;-0.0171;-0.1358;0.0000;True;True;15.1364;1.1493;-0.3694;12.5245;235.7966;4.8389;0.0330;0.4325;-1.7788;0.0000;1;En movimiento;9.6696;1.0729;-1.1504
52490;0.5843;15.2756;1.5667;-0.0613;8.1794;251.7895;357.3882;True;True;15.0940;1.0848;0.1124;23.3994;271.8470;358.5288;-0.1463;0.0691;-0.2114;0.0000;True;True;15.1376;1.1743;-0.4492;8.3237;224.2551;359.4924;0.0039;0.7060;-2.0391;0.0000;1;En movimiento;10.0464;1.0667;-1.1569
52493;0.6248;15.2738;1.5645;-0.0848;8.8589;248.8376;357.7610;True;True;15.0880;1.0886;0.1012;23.0273;271.6902;359.4091;-0.1394;0.0942;-0.2916;0.0000;True;True;15.1364;1.2030;-0.5286;8.1109;216.4521;0.4275;-0.0426;0.6736;-1.7736;0.0000;1;En movimiento;10.4103;1.0899;-1.1631
52496;0.6669;15.2718;1.5619;-0.1123;9.2003;245.4926;357.8044;True;True;15.0816;1.0929;0.0865;22.6668;271.4445;0.9950;-0.1605;0.1083;-0.3787;0.0000;True;True;15.1287;1.2395;-0.5941;5.9962;208.5634;354.4798;-0.2982;0.9764;-1.4022;0.0000;1;En movimiento;10.7897;1.0539;-1.1697
52499;0.7082;15.2692;1.5585;-0.1431;9.4144;242.0309;357.5900;True;True;15.0747;1.0973;0.0688;22.2263;271.5852;1.9853;-0.1687;0.1047;-0.4456;0.0000;True;True;15.1144;1.2771;-0.6481;357.2090;210.8895;342.9075;-0.2919;0.8903;-1.3196;0.0000;1;En movimiento;11.1608;1.0479;-1.1760
52502;0.7501;15.2652;1.5537;-0.1768;9.7094;238.6423;357.2516;True;True;15.0676;1.1020;0.0486;21.4127;272.0880;2.5832;-0.1745;0.1080;-0.5039;0.0000;True;True;15.1050;1.3067;-0.7100;357.2259;211.8051;346.6904;-0.2218;0.6122;-1.5092;0.0000;1;En movimiento;11.5387;1.0768;-1.1825
52505;0.7916;15.2592;1.5472;-0.2130;9.9775;235.9893;356.3776;True;True;15.0598;1.1056;0.0264;21.0320;272.8795;1.1557;-0.1722;0.0958;-0.5281;0.0000;True;True;15.0900;1.3281;-0.7700;359.2402;206.3784;347.3218;-0.3970;0.4771;-1.2912;0.0000;1;En movimiento;11.9114;1.0352;-1.1889
52508;0.8337;15.2511;1.5386;-0.2519;10.5665;234.3850;354.9815;True;True;15.0534;1.1110;0.0009;19.4139;274.7300;359.5645;-0.1687;0.1226;-0.6448;0.0000;True;True;15.0696;1.3410;-0.8264;355.0439;204.9489;341.9388;-0.5136;0.1882;-1.4874;0.0000;1;En movimiento;12.2905;1.0292;-1.1954
52511;0.8754;15.2409;1.5293;-0.2943;11.1398;232.9622;354.0561;True;True;15.0477;1.1134;-0.0270;18.5759;276.1632;355.4307;-0.1135;0.0559;-0.7005;0.0000;True;True;15.0514;1.3393;-0.8903;350.4839;201.9549;341.0673;-0.3985;-0.1676;-1.4717;0.0000;1;En movimiento;12.6662;1.0639;-1.2018
52514;0.9176;15.2287;1.5195;-0.3400;11.1254;231.7551;352.2157;True;True;15.0445;1.1168;-0.0587;17.0809;278.7215;353.0547;-0.0786;0.0808;-0.8337;0.0000;True;True;15.0308;1.3244;-0.9468;343.2459;196.9478;331.1298;-0.5381;-0.4731;-1.5065;0.0000;1;En movimiento;13.0454;1.0166;-1.2083
52517;0.9585;15.2143;1.5101;-0.3899;9.3606;229.9892;350.8846;True;True;15.0428;1.1202;-0.0896;16.3321;279.3642;347.5744;0.0134;0.1098;-0.6611;0.0000;True;True;15.0178;1.3056;-1.0135;353.0438;198.1969;336.4958;-0.1933;-0.4303;-1.4486;0.0000;1;En movimiento;13.4135;1.0107;-1.2146
52520;1.0021;15.2001;1.4978;-0.4402;7.9742;227.2504;350.4247;True;True;15.0480;1.1308;-0.1219;9.1634;289.3151;350.3815;0.0820;0.3798;-1.0609;0.0000;True;True;15.0128;1.2929;-1.0734;357.3018;188.0687;342.7833;-0.0137;-0.3448;-1.5975;0.0000;1;En movimiento;13.8057;1.0510;-1.2214
52523;1.0421;15.1847;1.4877;-0.4894;5.4344;223.9374;349.9467;True;True;15.0494;1.1441;-0.1539;4.0600;286.5254;348.0693;0.0994;0.2786;-0.7060;0.0000;True;True;15.0118;1.2640;-1.1249;359.6645;185.4652;349.5135;-0.1498;-0.8767;-1.2263;0.0000;1;En movimiento;14.1658;0.9983;-1.2275
52526;1.0838;15.1722;1.4753;-0.5357;4.0712;221.3095;350.2297;True;True;15.0531;1.1574;-0.1833;358.7697;289.9735;353.0013;0.0116;0.3145;-0.7223;0.0000;True;True;15.0136;1.2291;-1.1688;3.7066;183.5931;338.1430;0.2281;-0.8179;-1.0751;0.0000;1;En movimiento;14.5415;0.9924;-1.2340
52529;1.1254;15.1624;1.4628;-0.5763;4.4943;219.1552;350.3428;True;True;15.0469;1.1647;-0.2080;359.1349;286.0836;351.6867;-0.1622;0.1356;-0.5260;0.0000;True;True;15.0309;1.2087;-1.2069;6.9287;185.3517;342.7296;0.4315;-0.3775;-0.7849;0.0000;1;En movimiento;14.9158;0.9860;-1.2404
52532;1.1677;15.1562;1.4514;-0.6095;6.3001;216.2260;350.3385;True;True;15.0398;1.1715;-0.2295;359.1847;284.4790;355.9484;-0.1825;0.1599;-0.4648;0.0000;True;True;15.0540;1.1858;-1.2391;6.1613;183.5580;343.7832;0.6518;-0.6945;-0.7568;0.0000;1;Parada;15.0513;1.0897;-1.2427
52535;1.2088;15.1515;1.4426;-0.6375;7.9935;214.4713;350.0172;True;True;15.0326;1.1753;-0.2436;359.7865;283.9161;358.0722;-0.1601;0.0646;-0.2972;0.0000;True;True;15.0732;1.1663;-1.2612;10.7154;181.6433;342.5583;0.3684;-0.2203;-0.4373;0.0000;-1;;0.0000;0.0000;0.0000
52538;1.2503;15.1504;1.4353;-0.6595;10.5143;212.1087;349.4348;True;True;15.0274;1.1774;-0.2538;1.3829;283.2820;357.1160;-0.0966;0.0353;-0.2190;0.0000;True;True;15.0879;1.1643;-1.2735;6.7734;184.6976;346.2952;0.3150;-0.0056;-0.2625;0.0000;-1;;0.0000;0.0000;0.0000
