Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
54541;0.0423;15.2369;1.5951;0.0264;1.5423;266.1088;352.6483;True;True;15.0384;1.0725;0.0887;8.7787;264.2236;30.6266;-0.1384;-0.3072;0.2459;0.0000;True;True;15.0710;1.1820;-0.1557;9.5322;267.4465;24.1678;0.0308;-0.0879;-0.0230;0.0000;1;En movimiento;5.1672;1.1786;-1.0459
54544;0.0839;15.2377;1.5961;0.0261;0.9486;266.3982;353.1407;True;True;15.0368;1.0583;0.0978;13.8328;270.1924;22.5397;0.0081;-0.3295;0.1872;0.0000;True;True;15.0721;1.1774;-0.1553;10.2938;266.9338;24.6903;0.0253;-0.1107;0.0254;0.0000;1;En movimiento;5.5404;1.1980;-1.0253
54547;0.1255;15.2390;1.5965;0.0257;0.5135;266.8009;353.1067;True;True;15.0418;1.0485;0.1051;19.0820;273.2158;13.4767;0.1747;-0.1788;0.1613;0.0000;True;True;15.0731;1.1730;-0.1538;11.2636;267.8090;24.7410;0.0243;-0.0885;0.0343;0.0000;1;En movimiento;5.9130;1.2182;-1.0047
54550;0.1676;15.2408;1.5966;0.0250;0.4553;266.8914;353.4441;True;True;15.0512;1.0420;0.1092;21.2641;274.5385;7.6910;0.2621;-0.1083;0.0605;0.0000;True;True;15.0746;1.1684;-0.1531;11.3665;268.4158;23.2132;0.0435;-0.1395;0.0103;0.0000;1;En movimiento;6.2905;1.2387;-0.9839
54553;0.2090;15.2428;1.5965;0.0239;0.3070;266.9859;353.4059;True;True;15.0626;1.0391;0.1073;21.8228;272.6415;2.8005;0.2584;-0.0799;-0.0909;0.0000;True;True;15.0761;1.1609;-0.1526;10.9536;272.6065;24.0333;0.0186;-0.2048;-0.0036;0.0000;1;En movimiento;6.6619;1.2580;-0.9634
54556;0.2503;15.2452;1.5961;0.0227;0.3876;266.5720;354.3712;True;True;15.0723;1.0367;0.1020;22.7411;270.4921;4.4710;0.2076;-0.0088;-0.1024;0.0000;True;True;15.0769;1.1493;-0.1557;11.8398;272.1991;19.1068;0.0028;-0.2935;-0.0901;0.0000;1;En movimiento;7.0322;1.2781;-0.9430
54559;0.2924;15.2463;1.5970;0.0210;0.4245;266.2941;354.6054;True;True;15.0790;1.0397;0.1013;23.3859;269.8177;6.3216;0.1340;0.1223;0.0270;0.0000;True;True;15.0736;1.1395;-0.1604;17.0554;272.4195;14.7922;-0.0971;-0.1583;-0.1610;0.0000;1;En movimiento;7.4093;1.2986;-0.9222
54562;0.3339;15.2478;1.5968;0.0188;359.8917;266.0088;354.8705;True;True;15.0816;1.0490;0.1060;23.1945;268.3516;5.0012;0.0254;0.2615;0.1514;0.0000;True;True;15.0707;1.1429;-0.1733;18.7861;272.2384;15.4122;-0.0555;0.1971;-0.3544;0.0000;1;En movimiento;7.7814;1.3181;-0.9017
54565;0.3755;15.2485;1.5969;0.0162;359.8888;265.3394;355.0856;True;True;15.0803;1.0597;0.1149;21.3146;268.7790;4.2344;-0.0559;0.2308;0.2154;0.0000;True;True;15.0676;1.1545;-0.1866;14.5110;269.1631;12.5006;-0.0844;0.2671;-0.3044;0.0000;1;En movimiento;8.1542;1.3384;-0.8812
54568;0.4173;15.2490;1.5967;0.0134;0.2134;264.5257;355.0769;True;True;15.0758;1.0691;0.1254;20.1690;270.7768;4.3268;-0.1256;0.2155;0.2628;0.0000;True;True;15.0649;1.1661;-0.2015;10.6722;265.6276;8.9610;-0.0483;0.2697;-0.3875;0.0000;1;En movimiento;8.5292;1.3589;-0.8605
54571;0.4590;15.2491;1.5965;0.0102;0.3393;263.3717;355.4920;True;True;15.0700;1.0778;0.1358;19.4167;273.1611;3.2781;-0.1398;0.2063;0.2414;0.0000;True;True;15.0639;1.1763;-0.2207;8.3897;260.5757;8.1840;-0.0028;0.2554;-0.4793;0.0000;1;En movimiento;8.9035;1.3786;-0.8398
54574;0.5002;15.2488;1.5970;0.0069;359.9650;262.1493;355.8614;True;True;15.0645;1.0859;0.1450;18.5514;275.6564;2.4349;-0.1258;0.1773;0.2082;0.0000;True;True;15.0636;1.1867;-0.2443;7.0714;256.5936;9.7601;0.0069;0.2559;-0.6201;0.0000;1;En movimiento;9.2729;1.3988;-0.8195
54577;0.5425;15.2492;1.5967;0.0036;0.1879;260.7888;355.7957;True;True;15.0598;1.0928;0.1529;18.1272;278.4855;1.8538;-0.1002;0.1524;0.1638;0.0000;True;True;15.0673;1.2014;-0.2724;5.4237;247.4022;9.0302;0.1192;0.4359;-0.6336;0.0000;1;En movimiento;9.6516;1.4195;-0.7986
54580;0.5845;15.2502;1.5967;0.0002;0.3310;259.0250;355.9827;True;True;15.0556;1.0991;0.1584;18.0740;280.5995;0.7568;-0.1016;0.1435;0.1094;0.0000;True;True;15.0724;1.2286;-0.2993;3.1467;242.7989;10.5974;0.1347;0.7830;-0.6423;0.0000;1;En movimiento;10.0284;1.4395;-0.7778
54583;0.6255;15.2515;1.5970;-0.0029;0.0463;256.7654;356.4922;True;True;15.0514;1.1044;0.1610;17.8969;281.5073;0.0014;-0.0937;0.1138;0.0356;0.0000;True;True;15.0797;1.2728;-0.3222;356.8942;235.8313;6.1430;0.1484;1.1751;-0.4351;0.0000;1;En movimiento;10.3954;1.4596;-0.7576
54586;0.6678;15.2534;1.5980;-0.0056;359.4132;254.3755;356.5757;True;True;15.0471;1.1083;0.1617;16.8306;281.4340;0.4161;-0.1104;0.0735;0.0058;0.0000;True;True;15.0863;1.3296;-0.3394;348.9495;232.5680;1.0034;0.1916;1.4376;-0.3704;0.0000;1;En movimiento;10.7747;1.5116;-0.7367
54589;0.7090;15.2562;1.5980;-0.0076;359.1146;251.9019;356.4822;True;True;15.0419;1.1092;0.1619;15.8217;281.1506;1.9179;-0.1292;-0.0049;0.0088;0.0000;True;True;15.0955;1.3926;-0.3527;337.7594;229.8378;354.0802;0.2292;1.4834;-0.3033;0.0000;1;En movimiento;11.1446;1.5001;-0.7163
54592;0.7507;15.2594;1.5985;-0.0094;358.6476;249.3022;356.2151;True;True;15.0361;1.1083;0.1634;15.7572;281.2578;3.0026;-0.1313;-0.0354;0.0580;0.0000;True;True;15.1043;1.4574;-0.3668;327.9905;226.7790;349.4939;0.1810;1.5312;-0.3690;0.0000;1;En movimiento;11.5180;1.5206;-0.6957
