Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
46261;0.0419;15.3655;1.5860;-0.1004;2.8190;267.8725;353.8600;True;True;15.1840;1.1706;0.0581;4.1471;277.5707;356.7507;0.0172;-0.0244;0.0205;0.0000;True;True;15.1680;1.2212;-0.3428;0.5603;255.6487;16.5911;-0.0092;0.0140;0.0084;0.0000;1;En movimiento;5.1650;1.1777;-1.0656
46264;0.0832;15.3658;1.5859;-0.0993;2.8189;267.9783;353.7678;True;True;15.1849;1.1698;0.0590;4.2955;277.7945;356.5298;0.0204;-0.0134;0.0209;0.0000;True;True;15.1677;1.2215;-0.3424;0.6300;255.6335;16.5440;-0.0103;0.0033;0.0163;0.0000;1;En movimiento;5.5358;1.2003;-1.0644
46267;0.1238;15.3661;1.5859;-0.0982;2.7827;268.0452;353.6700;True;True;15.1857;1.1694;0.0596;4.3464;277.8368;356.4384;0.0163;-0.0099;0.0112;0.0000;True;True;15.1671;1.2212;-0.3419;1.0083;255.4259;16.5303;-0.0149;-0.0113;0.0069;0.0000;1;En movimiento;5.9000;1.2150;-1.0633
46270;0.1657;15.3663;1.5860;-0.0972;2.7642;268.0953;353.6187;True;True;15.1867;1.1690;0.0604;4.4510;277.9749;356.2912;0.0262;-0.0057;0.0217;0.0000;True;True;15.1669;1.2210;-0.3414;1.4416;255.1261;16.7028;0.0034;0.0070;0.0172;0.0000;1;En movimiento;6.2763;1.2346;-1.0621
46273;0.2076;15.3665;1.5859;-0.0963;2.7532;268.1024;353.6096;True;True;15.1874;1.1688;0.0611;4.5044;278.0115;356.1784;0.0169;-0.0056;0.0160;0.0000;True;True;15.1673;1.2218;-0.3414;1.3858;254.1843;17.1971;0.0131;0.0243;-0.0100;0.0000;1;En movimiento;6.6523;1.2637;-1.0610
46276;0.2500;15.3666;1.5861;-0.0955;2.7705;268.0580;353.6261;True;True;15.1880;1.1687;0.0620;4.5657;278.0513;356.1278;0.0132;-0.0033;0.0240;0.0000;True;True;15.1664;1.2217;-0.3427;2.8199;253.4931;18.4249;-0.0254;0.0439;-0.0059;0.0000;1;En movimiento;7.0332;1.2735;-1.0598
46279;0.2914;15.3666;1.5865;-0.0950;2.8079;267.8194;353.7560;True;True;15.1884;1.1685;0.0630;4.7162;278.1024;356.0444;0.0056;-0.0035;0.0258;0.0000;True;True;15.1657;1.2217;-0.3442;4.2212;251.6629;18.4205;-0.0201;0.0148;-0.0226;0.0000;1;En movimiento;7.4046;1.2929;-1.0586
46282;0.3330;15.3663;1.5876;-0.0950;2.8437;267.2932;354.0049;True;True;15.1882;1.1684;0.0642;4.9244;278.0475;355.8673;-0.0086;0.0007;0.0291;0.0000;True;True;15.1640;1.2218;-0.3460;6.0209;251.7729;18.0622;0.0087;0.0362;-0.0444;0.0000;1;En movimiento;7.7789;1.3118;-1.0575
46285;0.3748;15.3653;1.5886;-0.0951;2.5224;266.4491;354.2541;True;True;15.1873;1.1686;0.0654;5.1762;277.8994;355.6487;-0.0287;0.0020;0.0345;0.0000;True;True;15.1642;1.2236;-0.3484;6.4018;250.1410;15.3583;0.0114;0.0535;-0.0704;0.0000;1;En movimiento;8.1535;1.3314;-1.0563
46288;0.4166;15.3634;1.5893;-0.0960;2.0281;265.4029;354.3690;True;True;15.1854;1.1681;0.0665;5.2483;277.6264;355.6344;-0.0606;-0.0215;0.0276;0.0000;True;True;15.1650;1.2279;-0.3544;6.7149;247.5429;12.5266;0.0311;0.1312;-0.1635;0.0000;1;En movimiento;8.5289;1.3511;-1.0551
