Frame;Time;HeadPosition_x;HeadPosition_y;HeadPosition_z;HeadRotation_x;HeadRotation_y;HeadRotation_z;HandDetectedR;HighConfidenceR;RHandPosition_x;RHandPosition_y;RHandPosition_z;RHandRotation_x;RHandRotation_y;RHandRotation_z;RHandVelocity_x;RHandVelocity_y;RHandVelocity_z;RWristTwist;HandDetectedL;HighConfidenceL;LHandPosition_x;LHandPosition_y;LHandPosition_z;LHandRotation_x;LHandRotation_y;LHandRotation_z;LHandVelocity_x;LHandVelocity_y;LHandVelocity_z;LWristTwist;BallStatus;BallPosX;BallPosY;BallPosZ;
80335;0.0418;15.2727;1.5850;0.0253;2.7278;271.7263;353.7877;True;True;15.1151;1.1683;0.1613;6.7315;277.6611;355.3995;0.0003;0.0201;-0.0273;0.0000;True;True;15.1110;1.2008;-0.1540;4.3739;265.1751;18.8903;-0.0114;-0.0102;-0.0030;0.0000;1;En movimiento;4.9123;1.1592;-1.0480
80338;0.0834;15.2723;1.5850;0.0241;2.6802;271.9869;353.8944;True;True;15.1149;1.1688;0.1604;6.6269;277.5981;355.9266;-0.0059;0.0095;-0.0221;0.0000;True;True;15.1103;1.2002;-0.1542;4.3757;264.9845;18.5999;-0.0228;-0.0185;-0.0050;0.0000;1;En movimiento;5.0354;1.1567;-1.0294
80341;0.1239;15.2719;1.5851;0.0231;2.5873;272.2435;354.0162;True;True;15.1149;1.1691;0.1599;6.6750;277.5362;355.8462;0.0017;0.0079;-0.0136;0.0000;True;True;15.1096;1.1997;-0.1544;4.3513;264.9681;18.5075;-0.0129;-0.0112;-0.0076;0.0000;1;En movimiento;5.1554;1.1563;-1.0113
80344;0.1657;15.2715;1.5851;0.0223;2.6292;272.4572;354.1787;True;True;15.1150;1.1699;0.1591;6.6199;277.5694;356.0327;0.0029;0.0231;-0.0201;0.0000;True;True;15.1090;1.1990;-0.1548;4.3473;265.0179;18.5806;-0.0183;-0.0168;-0.0067;0.0000;1;En movimiento;5.2795;1.1560;-0.9925
80347;0.2074;15.2710;1.5849;0.0214;2.8004;272.6118;354.3787;True;True;15.1152;1.1706;0.1587;6.4057;277.6432;356.4715;0.0046;0.0149;-0.0046;0.0000;True;True;15.1082;1.1984;-0.1548;4.3667;265.0959;18.4830;-0.0164;-0.0140;0.0019;0.0000;1;En movimiento;5.4029;1.1551;-0.9738
80350;0.2491;15.2704;1.5846;0.0206;3.0342;272.7238;354.5251;True;True;15.1154;1.1714;0.1588;6.1939;277.9147;356.7829;0.0029;0.0191;0.0071;0.0000;True;True;15.1077;1.1981;-0.1547;4.4124;265.1738;18.3665;-0.0109;-0.0052;0.0021;0.0000;1;En movimiento;5.5264;1.1548;-0.9552
80353;0.2909;15.2700;1.5844;0.0200;3.2004;272.8632;354.5740;True;True;15.1153;1.1719;0.1593;5.9917;278.2384;356.8845;-0.0014;0.0091;0.0126;0.0000;True;True;15.1070;1.1979;-0.1543;4.3940;265.4177;18.4797;-0.0136;-0.0021;0.0120;0.0000;1;En movimiento;5.6503;1.1547;-0.9364
80356;0.3325;15.2696;1.5841;0.0197;3.2694;273.0795;354.5598;True;True;15.1152;1.1722;0.1599;5.9984;278.5162;356.8594;-0.0052;0.0060;0.0144;0.0000;True;True;15.1061;1.1978;-0.1535;4.3795;265.8481;18.3075;-0.0236;-0.0018;0.0186;0.0000;1;En movimiento;5.7736;1.1699;-0.9178
80359;0.3744;15.2694;1.5841;0.0194;3.3405;273.3562;354.5074;True;True;15.1149;1.1726;0.1606;5.8898;278.9694;357.3622;-0.0069;0.0119;0.0185;0.0000;True;True;15.1055;1.1977;-0.1532;4.3046;265.9742;18.2286;-0.0150;-0.0038;0.0082;0.0000;1;En movimiento;5.8978;1.1537;-0.8990
80362;0.4156;15.2692;1.5842;0.0188;3.3744;273.6192;354.5398;True;True;15.1146;1.1729;0.1613;5.8424;279.5373;357.6109;-0.0051;0.0069;0.0148;0.0000;True;True;15.1045;1.1976;-0.1530;4.2860;266.1230;18.2412;-0.0267;-0.0004;0.0008;0.0000;1;En movimiento;6.0199;1.1535;-0.8806
